timestamp,token_id,best_bid,best_ask,spread,spread_pct,bid_depth,ask_depth,sanity_ok
2026-03-06T21:23:19.235676+00:00,DOWN:86922729,0.62,0.63,0.010000000000000009,1.5873015873015885,62,37,True,68471.56
2026-03-06T21:40:51.457313+00:00,UP:55685775,0.38,0.39,0.010000000000000009,2.5641025641025665,36,61,True,68471.56
2026-03-06T21:40:51.595463+00:00,DOWN:86922729,0.61,0.62,0.010000000000000009,1.6129032258064528,61,36,True,68471.56
2026-03-06T21:58:14.448588+00:00,UP:55685775,0.44,0.45,0.010000000000000009,2.222222222222224,44,55,True,68471.56
2026-03-06T21:58:14.567290+00:00,DOWN:86922729,0.55,0.56,0.010000000000000009,1.785714285714287,55,44,True,68471.56
2026-03-06T22:15:41.223867+00:00,UP:55685775,0.43,0.44,0.010000000000000009,2.2727272727272747,43,55,True,68471.56
2026-03-06T22:15:41.331964+00:00,DOWN:86922729,0.56,0.57,0.009999999999999898,1.7543859649122628,55,43,True,68471.56
2026-03-06T22:33:10.208707+00:00,UP:55685775,0.42,0.43,0.010000000000000009,2.325581395348839,42,57,True,68471.56
2026-03-06T22:33:10.350959+00:00,DOWN:86922729,0.57,0.58,0.010000000000000009,1.7241379310344844,57,42,True,68471.56
2026-03-06T22:50:32.957423+00:00,UP:55685775,0.47,0.48,0.010000000000000009,2.0833333333333353,47,52,True,68471.56
2026-03-06T22:50:33.058174+00:00,DOWN:86922729,0.52,0.53,0.010000000000000009,1.8867924528301903,52,47,True,68471.56
2026-03-06T23:07:55.863827+00:00,UP:55685775,0.44,0.45,0.010000000000000009,2.222222222222224,44,55,True,68471.56
2026-03-06T23:07:55.964224+00:00,DOWN:86922729,0.55,0.56,0.010000000000000009,1.785714285714287,55,44,True,68471.56
2026-03-06T23:25:12.420695+00:00,UP:55685775,0.44,0.46,0.020000000000000018,4.347826086956525,44,54,True,68471.56
2026-03-06T23:25:12.530664+00:00,DOWN:86922729,0.54,0.56,0.020000000000000018,3.571428571428574,54,44,True,68471.56
2026-03-06T23:42:44.426635+00:00,UP:55685775,0.41,0.42,0.010000000000000009,2.380952380952383,41,58,True,68471.56
2026-03-06T23:42:44.548833+00:00,DOWN:86922729,0.58,0.59,0.010000000000000009,1.6949152542372898,58,41,True,68471.56
2026-03-06T23:59:49.728142+00:00,UP:55685775,0.37,0.38,0.010000000000000009,2.6315789473684235,37,62,True,68471.56
2026-03-06T23:59:49.832201+00:00,DOWN:86922729,0.62,0.63,0.010000000000000009,1.5873015873015885,62,37,True,68471.56
2026-03-07T00:17:30.498251+00:00,UP:55685775,0.39,0.41,0.019999999999999962,4.878048780487796,39,59,True,68471.56
